Job Title,Job Info,Job Type,Job Link,employees
Penetration Tester,"Secure Purple · Islamabad, Islāmābād, Pakistan  
6 days ago

 · 140 applicants","Hybrid

 
Full-time",https://www.linkedin.com/jobs/view/3766647620,1-10 employees
Lead Generator / Business Development Executive,"Digital Panda Tech · Karachi Division, Sindh, Pakistan  
1 week ago","Hybrid

 
Full-time",https://www.linkedin.com/jobs/view/3766002179,11-50 employees
CONCEPTEUR FORMATION H/F,"Inetum · Karāchi, Sindh, Pakistan Reposted  
1 week ago

 · 101 applicants","On-site

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3730481772,"10,001+ employees · IT Services and IT Consulting"
Senior Database Administrator,"TCP Software · Lahore, Punjab, Pakistan Reposted  
4 days ago

 · 112 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3749325617,"501-1,000 employees · Software Development"
Web Development Intern,"Quantum Skye Technologies · Islamabad, Islāmābād, Pakistan  
6 days ago

 · 49 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3767386725,11-50 employees
Associate PMO Analyst,"CureMD · Lahore, Punjab, Pakistan  
1 week ago

 · 48 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3766046555,"1,001-5,000 employees · Software Development"
Demand Management Specialist,"Zones IT Solutions · Islamabad, Islāmābād, Pakistan Reposted  
1 week ago

 · 779 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3625795716,"501-1,000 employees · IT Services and IT Consulting"
Customer Solution Expert,"GfK - An NIQ Company · Karachi Division, Sindh, Pakistan Reposted  
1 week ago

 · 855 applicants","On-site

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3700071059,"5,001-10,000 employees · IT Services and IT Consulting"
Data Analytics Manager,"Careem · Karāchi, Sindh, Pakistan  
1 week ago

 · 79 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3766049318,"1,001-5,000 employees · Software Development"
Service Desk Analyst,"ibex · Lahore, Punjab, Pakistan  
1 week ago

 · 159 applicants","On-site

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3762661745,"10,001+ employees · Outsourcing/Offshoring"
,,,https://www.linkedin.com/jobs/view/3766393530,
Manager Engineering- Shopify,"SQUATWOLF · Karāchi, Sindh, Pakistan  
1 week ago","On-site

 
Full-time

 
Director",https://www.linkedin.com/jobs/view/3761860890,51-200 employees · Apparel & Fashion
Senior Manager – Mobile Application Development,"Bank Alfalah Limited · Karāchi, Sindh, Pakistan  
1 week ago

 · 99 applicants","On-site

 
Full-time

 
Director",https://www.linkedin.com/jobs/view/3765777370,"5,001-10,000 employees · Banking"
Program Officer - SBCC - Qadam Ba Qadam Project,"Pathfinder International · Karāchi, Sindh, Pakistan  
1 week ago

 · 143 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3769403874,"1,001-5,000 employees · Non-profit Organizations"
Trainee RPA Developer,"Tekvaly · Lahore, Punjab, Pakistan  
1 week ago

 · 164 applicants","On-site

 
Full-time

 
Internship",https://www.linkedin.com/jobs/view/3770648140,11-50 employees · IT Services and IT Consulting
Data Analyst,"Dubizzle Labs · Lahore, Punjab, Pakistan  
1 week ago

 · 368 applicants","Hybrid

 
Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3770511441,201-500 employees · IT Services and IT Consulting
,,,https://www.linkedin.com/jobs/view/3767350121,
Senior Data & Analytics Specialist,"Careem · Karāchi, Sindh, Pakistan  
5 days ago

 · 92 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3767391405,"1,001-5,000 employees · Software Development"
AM Tarriff Analyst,"K-Electric · Karāchi, Sindh, Pakistan  
1 week ago

 · 133 applicants","On-site

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3765403724,"10,001+ employees · Oil and Gas"
Catalog Import Analyst,"GfK - An NIQ Company · Karachi Division, Sindh, Pakistan Reposted  
4 days ago

 · 67 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3763870350,"5,001-10,000 employees · IT Services and IT Consulting"
Project Engineer,"Siemens · Karāchi, Sindh, Pakistan  
1 week ago

 · 436 applicants","Hybrid

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3761477576,"10,001+ employees · Automation Machinery Manufacturing"
Expert Tech & Automation,"foodpanda · Karachi Division, Sindh, Pakistan Reposted  
1 week ago

 · 538 applicants","Hybrid

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3699604660,"5,001-10,000 employees · Internet Marketplace Platforms"
Regional SQA Analyst,"Daraz · Karāchi, Sindh, Pakistan  
1 week ago

 · 337 applicants","Hybrid

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3762661317,"1,001-5,000 employees · Software Development"
Business Systems Analyst – Finance Operations,"Zones IT Solutions · Islamabad, Islāmābād, Pakistan Reposted  
1 week ago

 · 777 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3666001795,"501-1,000 employees · IT Services and IT Consulting"
Business Development Specialist,"CureMD · Lahore, Punjab, Pakistan Reposted  
1 week ago

 · 1,566 applicants","Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3661745499,"1,001-5,000 employees · Software Development"
Sales Executive,"CALI Creatives · Karachi Division, Sindh, Pakistan Reposted  
1 week ago

 · 122 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3762621292,1-10 employees
Mindshare | Media Planner - Digital,"GroupM · Karāchi, Sindh, Pakistan  
1 week ago

 · 121 applicants","On-site

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3765422803,"10,001+ employees · Advertising Services"
Sales Enablement Trainer - Cyber Security,"Zones IT Solutions · Islamabad, Islāmābād, Pakistan  
1 week ago

 · 27 applicants","On-site

 
Full-time",https://www.linkedin.com/jobs/view/3771061922,"501-1,000 employees · IT Services and IT Consulting"
Full Stack Engineer (Laravel + Angular),"Avrioc Technologies · Karachi Division, Sindh, Pakistan Reposted  
1 week ago

 · 76 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3742620754,201-500 employees · IT System Custom Software Development
,,,https://www.linkedin.com/jobs/view/3767349601,
Quality Assurance Analyst - Customer Success,"CureMD · Lahore, Punjab, Pakistan  
1 week ago

 · 210 applicants","Full-time

 
Entry level",https://www.linkedin.com/jobs/view/3770547888,"1,001-5,000 employees · Software Development"
Sales Representative • Telematics,"Teltonika Telematics · Karāchi, Sindh, Pakistan Reposted  
1 week ago

 · 242 applicants","On-site

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3746238034,201-500 employees · Telecommunications
Business Development Specialist,"Zameen.com · Lahore, Punjab, Pakistan  
1 week ago","On-site

 
Full-time

 
Associate",https://www.linkedin.com/jobs/view/3766009705,"5,001-10,000 employees · Real Estate"
Media Planning & Activation Lead,"Unilever · Karāchi, Sindh, Pakistan Reposted  
3 days ago

 · 132 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3766009610,"10,001+ employees · Manufacturing"
Salesforce Developer,"Tether · Islāmābād, Pakistan  
5 days ago

 · 79 applicants","Hybrid

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3771947054,51-200 employees · Information Technology & Services
Senior Machine Learning Engineer,"Motive · Pakistan  
1 week ago

 · 55 applicants","Remote

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3770631378,"1,001-5,000 employees · Software Development"
IT System Administrator,"A. F. Ferguson & Co. (a member firm of the PwC network) · Karachi Division, Sindh, Pakistan  
1 week ago","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3770310864,"1,001-5,000 employees · Accounting"
Golang Engineer,"Arbisoft · Lahore, Punjab, Pakistan  
1 week ago","Hybrid

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3766613285,"501-1,000 employees · Software Development"
Area Sales Manager,"Telenor · Hyderabad, Sindh, Pakistan Reposted  
4 days ago

 · 325 applicants","On-site

 
Full-time

 
Mid-Senior level",https://www.linkedin.com/jobs/view/3771896744,"10,001+ employees · Telecommunications"
Support Engineer,"Sinch · Pakistan  
1 week ago

 · 360 applicants","Remote

 
Full-time",https://www.linkedin.com/jobs/view/3766551470,"1,001-5,000 employees · IT Services and IT Consulting"
